"Assembly_number","Inc_type","Length","Host","Contig","Continent","Subtype"
"GCA_014494845.1","IncFIA",8667,"Homo sapiens","JACUYF010000073.1","Asia","blaNDM-5"
"GCA_014494925.1","IncFIA",9515,"Homo sapiens","JACUYC010000043.1","Asia","blaNDM-5"
"GCA_014494945.1","IncFIA",8900,"Homo sapiens","JACUYA010000073.1","Asia","blaNDM-5"
"GCA_014494965.1","IncFIA",9730,"Homo sapiens","JACUXY010000062.1","Asia","blaNDM-5"
"GCA_014495005.1","IncFIA",9728,"Homo sapiens","JACUXZ010000065.1","Asia","blaNDM-5"
"GCA_014495045.1","IncFIA",10036,"Homo sapiens","JACUXX010000077.1","Asia","blaNDM-5"
"GCA_014495075.1","IncFIA",9673,"Homo sapiens","JACUXT010000059.1","Asia","blaNDM-5"
"GCA_014495085.1","IncFIA",10258,"Homo sapiens","JACUXV010000065.1","Asia","blaNDM-5"
"GCA_014495135.1","IncFIA",2214,"Homo sapiens","JACUXP010000099.1","Asia","blaNDM-5"
"GCA_014495165.1","IncFIA",2215,"Homo sapiens","JACUXQ010000102.1","Asia","blaNDM-5"
"GCA_014495175.1","IncFIA",9674,"Homo sapiens","JACUXR010000057.1","Asia","blaNDM-5"
"GCA_014495245.1","IncFIA",5596,"Homo sapiens","JACUXN010000084.1","Asia","blaNDM-5"
"GCA_014495265.1","IncFIA",9674,"Homo sapiens","JACUXL010000050.1","Asia","blaNDM-5"
"GCA_014495325.1","IncFIA",10021,"Homo sapiens","JACUXI010000060.1","Asia","blaNDM-5"
"GCA_014495355.1","IncFIA",9674,"Homo sapiens","JACUXF010000073.1","Asia","blaNDM-5"
"GCA_014495345.1","IncFIA",9674,"Homo sapiens","JACUXH010000051.1","Asia","blaNDM-5"
"GCA_014495405.1","IncFIA",9515,"Homo sapiens","JACUXE010000047.1","Asia","blaNDM-5"
"GCA_014495455.1","IncFIA",9444,"Homo sapiens","JACUXD010000047.1","Asia","blaNDM-5"
"GCA_014495465.1","IncFIA",10514,"Homo sapiens","JACUXC010000073.1","Asia","blaNDM-5"
"GCA_014495585.1","IncFIA",9730,"Homo sapiens","JACUWU010000059.1","Asia","blaNDM-5"
"GCA_014495595.1","IncFIA",9674,"Homo sapiens","JACUWV010000070.1","Asia","blaNDM-5"
"GCA_014903835.1","IncFIA",160377,"Homo sapiens","JACOLW010000003.1","North America","blaNDM-5"
"GCA_004522335.1","IncFIA",9928,"Environment","SDSH01000076.1","Asia","blaNDM-5"
"GCA_012328955.1","IncFIA",9782,"Homo sapiens","JAAXNW010000065.1","Europe","blaNDM-5"
"GCA_012329005.1","IncFIA",8661,"Homo sapiens","JAAXNT010000063.1","Europe","blaNDM-5"
"GCA_015530025.1","IncFIA",5594,"Homo sapiens","AAXHYX010000116.1","North America","blaNDM-5"
"GCA_015528645.1","IncFIA",9669,"Homo sapiens","AAXHWV010000067.1","North America","blaNDM-5"
"GCA_002142715.1","IncFIA",75553,"Homo sapiens","CP021210.1","Asia","blaNDM-1"
"GCA_002588125.1","IncFIA",114886,"Homo sapiens","PDLD01000002.1","North America","blaNDM-1"
"GCA_002588385.1","IncFIA",166108,"Homo sapiens","PDLF01000001.1","North America","blaNDM-5"
"GCA_015178425.1","IncFIA",9671,"Homo sapiens","DABWRW010000070.1","Asia","blaNDM-5"
"GCA_015178405.1","IncFIA",9671,"Homo sapiens","DABWRV010000080.1","Asia","blaNDM-5"
"GCA_015178385.1","IncFIA",9671,"Homo sapiens","DABWRS010000068.1","Asia","blaNDM-5"
"GCA_015178365.1","IncFIA",9671,"Homo sapiens","DABWRT010000059.1","Asia","blaNDM-5"
"GCA_015178325.1","IncFIA",9671,"Homo sapiens","DABWRQ010000066.1","Asia","blaNDM-5"
"GCA_015178305.1","IncFIA",9671,"Homo sapiens","DABWRP010000075.1","Asia","blaNDM-5"
"GCA_015178245.1","IncFIA",9671,"Homo sapiens","DABWRR010000071.1","Asia","blaNDM-5"
"GCA_015178285.1","IncFIA",9671,"Homo sapiens","DABWRU010000073.1","Asia","blaNDM-5"
"GCA_015178265.1","IncFIA",9671,"Homo sapiens","DABWRN010000083.1","Asia","blaNDM-5"
"GCA_015178225.1","IncFIA",9672,"Homo sapiens","DABWRO010000078.1","Asia","blaNDM-5"
"GCA_015245725.1","IncFIA",5593,"Homo sapiens","DACAJG010000087.1","Asia","blaNDM-5"
"GCA_015245535.1","IncFIA",5593,"Homo sapiens","DACAJA010000066.1","Asia","blaNDM-5"
"GCA_015245475.1","IncFIA",9650,"Homo sapiens","DACAIU010000058.1","Asia","blaNDM-5"
"GCA_015245685.1","IncFIA",5891,"Homo sapiens","DACAJD010000097.1","Asia","blaNDM-5"
"GCA_014117625.1","IncFIA",3741,"Homo sapiens","JACGZN010000098.1","Asia","blaNDM-5"
"GCA_014117655.1","IncFIA",5637,"Homo sapiens","JACGZP010000082.1","Asia","blaNDM-5"
"GCA_014117635.1","IncFIA",5637,"Homo sapiens","JACGZO010000114.1","Asia","blaNDM-5"
"GCA_015596925.1","IncFIA",5592,"Homo sapiens","AAXJHV010000107.1","North America","blaNDM-5"
"GCA_015824125.1","IncFIA",9671,"Homo sapiens","AAXPGF010000056.1","North America","blaNDM-5"
"GCA_015741205.1","IncFIA",9671,"Homo sapiens","AAXMIX010000056.1","North America","blaNDM-5"
"GCA_015741255.1","IncFIA",5592,"Homo sapiens","AAXMJC010000084.1","North America","blaNDM-5"
"GCA_015740665.1","IncFIA",10429,"Homo sapiens","AAXMHP010000062.1","North America","blaNDM-5"
"GCA_015740645.1","IncFIA",9670,"Homo sapiens","AAXMHO010000058.1","North America","blaNDM-5"
"GCA_015823845.1","IncFIA",9671,"Homo sapiens","AAXPGD010000053.1","North America","blaNDM-5"
"GCA_015740705.1","IncFIA",9671,"Homo sapiens","AAXMHN010000052.1","North America","blaNDM-5"
"GCA_015824105.1","IncFIA",9668,"Homo sapiens","AAXPFZ010000075.1","North America","blaNDM-5"
"GCA_015741425.1","IncFIA",9671,"Homo sapiens","AAXMJE010000054.1","North America","blaNDM-5"
"GCA_009720605.1","IncFIA",66053,"Homo sapiens","CP046261.1","Asia","blaNDM-5"
"GCA_009720465.1","IncFIA",83648,"Homo sapiens","CP041957.1","North America","blaNDM-5"
"GCA_002634895.1","IncFIA",149485,"Homo sapiens","CP023871.1","North America","blaNDM-5"
"GCA_002870165.1","IncFIA",144225,"Homo sapiens","CP025626.1","Asia","blaNDM-5"
"GCA_014838675.1","IncFIA",8049,"Poultry","DABXDX010000068.1","Asia","blaNDM-5"
"GCA_004405205.2","IncFIA",68545,"Homo sapiens","CP042338.1","Asia","blaNDM-5"
"GCA_004804115.1","IncFIA",9154,"Homo sapiens","RAZQ01000076.1","Asia","blaNDM-5"
"GCA_012606215.1","IncFIA",5592,"Missing","AASWFI010000090.1","North America","blaNDM-5"
"GCA_012605865.1","IncFIA",5592,"Missing","AASWEY010000085.1","North America","blaNDM-5"
"GCA_012605815.1","IncFIA",5592,"Missing","AASWEV010000097.1","North America","blaNDM-5"
"GCA_012606395.1","IncFIA",5592,"Environment","AASWFB010000086.1","North America","blaNDM-5"
"GCA_012605835.1","IncFIA",5592,"Environment","AASWET010000081.1","North America","blaNDM-5"
"GCA_012605735.1","IncFIA",5592,"Environment","AASWER010000079.1","North America","blaNDM-5"
"GCA_012665665.1","IncFIA",6888,"Homo sapiens","DABBVB010000068.1","North America","blaNDM-5"
"GCA_014318035.1","IncFIA",8659,"Homo sapiens","AAVPJL010000064.1","North America","blaNDM-5"
"GCA_014625455.1","IncFIA",5593,"Homo sapiens","DABTJL010000075.1","Asia","blaNDM-5"
"GCA_013012605.1","IncFIA",1970,"Homo sapiens","DABHOR010000083.1","Asia","blaNDM-5"
"GCA_013012305.1","IncFIA",5591,"Homo sapiens","DABHOG010000098.1","Asia","blaNDM-5"
"GCA_013012005.1","IncFIA",8664,"Homo sapiens","DABHNP010000072.1","Asia","blaNDM-5"
"GCA_014682905.1","IncFIA",10894,"Homo sapiens","DABUNK010000063.1","Asia","blaNDM-1"
"GCA_012299145.1","IncFIA",5592,"Homo sapiens","AASFQW010000094.1","North America","blaNDM-5"
"GCA_012299085.1","IncFIA",5592,"Pet","AASFQS010000065.1","North America","blaNDM-5"
"GCA_012299005.1","IncFIA",5592,"Pet","AASFQO010000076.1","North America","blaNDM-5"
"GCA_012298985.1","IncFIA",8896,"Pet","AASFQL010000059.1","North America","blaNDM-5"
"GCA_012298945.1","IncFIA",5592,"Homo sapiens","AASFQN010000074.1","North America","blaNDM-5"
"GCA_012298925.1","IncFIA",5592,"Homo sapiens","AASFQJ010000072.1","North America","blaNDM-5"
"GCA_012298385.1","IncFIA",5592,"Homo sapiens","AASFQG010000084.1","North America","blaNDM-5"
"GCA_012298045.1","IncFIA",5592,"Pet","AASFQK010000079.1","North America","blaNDM-5"
"GCA_012298645.1","IncFIA",5592,"Pet","AASFQD010000075.1","North America","blaNDM-5"
"GCA_012298325.1","IncFIA",5592,"Pet","AASFQF010000072.1","North America","blaNDM-5"
"GCA_012298965.1","IncFIA",8657,"Homo sapiens","AASFQH010000066.1","North America","blaNDM-5"
"GCA_012298905.1","IncFIA",5592,"Pet","AASFQB010000066.1","North America","blaNDM-5"
"GCA_012298885.1","IncFIA",5592,"Pet","AASFQC010000076.1","North America","blaNDM-5"
"GCA_012298845.1","IncFIA",5592,"Pet","AASFQA010000071.1","North America","blaNDM-5"
"GCA_012298445.1","IncFIA",9671,"Homo sapiens","DAAZLI010000077.1","Australia","blaNDM-5"
"GCA_012298405.1","IncFIA",10589,"Homo sapiens","DAAZLH010000129.1","Australia","blaNDM-6"
"GCA_012298305.1","IncFIA",5593,"Homo sapiens","DAAZLB010000147.1","Australia","blaNDM-5"
"GCA_004831015.1","IncFIA",5750,"Homo sapiens","SSYX01000056.1","Asia","blaNDM-5"
"GCA_004832725.1","IncFIA",5634,"Homo sapiens","STEB01000068.1","Asia","blaNDM-5"
"GCA_007012305.1","IncFIA",139547,"Pet","CP041393.1","North America","blaNDM-5"
"GCA_012617085.1","IncFIA",5592,"Environment","AASWYH010000095.1","North America","blaNDM-5"
"GCA_012617025.1","IncFIA",5592,"Missing","AASWYG010000089.1","North America","blaNDM-5"
"GCA_012616865.1","IncFIA",5589,"Missing","AASWYB010000077.1","North America","blaNDM-5"
"GCA_012616725.1","IncFIA",8657,"Missing","AASWXM010000085.1","North America","blaNDM-5"
"GCA_002953455.1","IncFIA",107229,"Homo sapiens","CP026474.1","Asia","blaNDM-5"
"GCA_013039085.1","IncFIA",6902,"Homo sapiens","DABICA010000062.1","Asia","blaNDM-5"
"GCA_013038945.1","IncFIA",8895,"Homo sapiens","DABIBU010000063.1","Asia","blaNDM-5"
"GCA_013037945.1","IncFIA",5133,"Homo sapiens","DABIAB010000194.1","Asia","blaNDM-5"
"GCA_003939245.1","IncFIA",9828,"Environment","RHWO01000068.1","Asia","blaNDM-5"
"GCA_012926365.1","IncFIA",5592,"Pet","AATNJL010000107.1","North America","blaNDM-5"
"GCA_012916365.1","IncFIA",5592,"Environment","AATMWQ010000069.1","North America","blaNDM-5"
"GCA_012916335.1","IncFIA",5593,"Environment","AATMWP010000104.1","North America","blaNDM-5"
"GCA_012912345.1","IncFIA",5593,"Missing","AATMQO010000071.1","North America","blaNDM-5"
"GCA_012906265.1","IncFIA",5592,"Pet","AATMND010000050.1","North America","blaNDM-5"
"GCA_012916225.1","IncFIA",5593,"Pet","AATMWI010000054.1","North America","blaNDM-5"
"GCA_012916185.1","IncFIA",5592,"Pet","AATMWJ010000085.1","North America","blaNDM-5"
"GCA_012905725.1","IncFIA",5592,"Pet","AATMFF010000072.1","North America","blaNDM-5"
"GCA_012910445.1","IncFIA",5592,"Pet","AATMPR010000087.1","North America","blaNDM-5"
"GCA_012852855.1","IncFIA",8469,"Pet","AATKCC010000064.1","North America","blaNDM-5"
"GCA_012914235.1","IncFIA",9450,"Homo sapiens","AATMTH010000104.1","North America","blaNDM-5"
"GCA_012914125.1","IncFIA",9672,"Homo sapiens","AATMTJ010000077.1","North America","blaNDM-5"
"GCA_012921915.1","IncFIA",8663,"Homo sapiens","AATNDZ010000079.1","North America","blaNDM-5"
"GCA_012914685.1","IncFIA",8408,"Homo sapiens","AATMTI010000097.1","North America","blaNDM-5"
"GCA_013132355.1","IncFIA",9737,"Homo sapiens","AATTCM010000073.1","North America","blaNDM-5"
"GCA_013128735.1","IncFIA",9669,"Homo sapiens","AATTHW010000055.1","North America","blaNDM-5"
"GCA_013317085.1","IncFIA",142890,"Homo sapiens","CP047406.1","Asia","blaNDM-1"
"GCA_013717185.1","IncFIA",9737,"Homo sapiens","AAUJWK010000120.1","North America","blaNDM-5"
"GCA_013717025.1","IncFIA",9737,"Homo sapiens","AAUJWF010000127.1","North America","blaNDM-5"
"GCA_013717085.1","IncFIA",9668,"Homo sapiens","AAUJWD010000073.1","North America","blaNDM-5"
"GCA_013717045.1","IncFIA",9099,"Homo sapiens","AAUJWG010000077.1","North America","blaNDM-5"
"GCA_013716365.1","IncFIA",8664,"Homo sapiens","AAUJWB010000080.1","North America","blaNDM-5"
"GCA_013716645.1","IncFIA",2002,"Homo sapiens","AAUJWA010000129.1","North America","blaNDM-5"
"GCA_013716465.1","IncFIA",5593,"Homo sapiens","AAUJVW010000060.1","North America","blaNDM-5"
"GCA_013716345.1","IncFIA",10485,"Homo sapiens","AAUJVX010000052.1","North America","blaNDM-5"
"GCA_012613265.1","IncFIA",5592,"Environment","AASWRV010000075.1","North America","blaNDM-5"
"GCA_012593525.1","IncFIA",5592,"Missing","AASVKP010000068.1","North America","blaNDM-5"
"GCA_012613165.1","IncFIA",5592,"Environment","AASWRU010000080.1","North America","blaNDM-5"
"GCA_012613005.1","IncFIA",5592,"Environment","AASWRQ010000081.1","North America","blaNDM-5"
"GCA_012613285.1","IncFIA",5592,"Environment","AASWRT010000081.1","North America","blaNDM-5"
"GCA_012613245.1","IncFIA",5592,"Environment","AASWRX010000066.1","North America","blaNDM-5"
"GCA_012593495.1","IncFIA",5592,"Environment","AASVKM010000068.1","North America","blaNDM-5"
"GCA_012613105.1","IncFIA",5592,"Environment","AASWRO010000081.1","North America","blaNDM-5"
"GCA_012613065.1","IncFIA",5592,"Environment","AASWRM010000077.1","North America","blaNDM-5"
"GCA_012612145.1","IncFIA",5592,"Environment","AASWRL010000083.1","North America","blaNDM-5"
"GCA_012594965.1","IncFIA",5592,"Environment","AASVKC010000092.1","North America","blaNDM-5"
"GCA_012595605.1","IncFIA",6806,"Missing","AASVOC010000063.1","North America","blaNDM-5"
"GCA_012595625.1","IncFIA",5592,"Environment","AASVNW010000074.1","North America","blaNDM-5"
"GCA_013513375.1","IncFIA",9483,"Homo sapiens","DABKGE010000086.1","North America","blaNDM-5"
"GCA_013515115.1","IncFIA",11189,"Homo sapiens","DABKGF010000082.1","North America","blaNDM-5"
"GCA_013513595.1","IncFIA",9669,"Homo sapiens","DABKGD010000073.1","North America","blaNDM-6"
"GCA_013514935.1","IncFIA",9669,"Homo sapiens","DABKFX010000064.1","North America","blaNDM-5"
"GCA_013513435.1","IncFIA",5170,"Homo sapiens","DABKFZ010000090.1","North America","blaNDM-5"
"GCA_013519895.1","IncFIA",9671,"Homo sapiens","DABKFW010000065.1","North America","blaNDM-5"
"GCA_012379815.1","IncFIA",9672,"Missing","AASDSW010000111.1","North America","blaNDM-5"
"GCA_012503115.1","IncFIA",9136,"Homo sapiens","DABALS010000128.1","Asia","blaNDM-5"
"GCA_002125925.1","IncFIA",91451,"Homo sapiens","CP017981.1","Asia","blaNDM-5"
"GCA_001696775.1","IncFIA",38897,"Homo sapiens","MAJK01000119.1","North America","blaNDM-5"
"GCA_015000485.1","IncFIA",9670,"Homo sapiens","AAWREL010000057.1","North America","blaNDM-5"
"GCA_015000765.1","IncFIA",9671,"Homo sapiens","AAWREI010000057.1","North America","blaNDM-5"
"GCA_015000685.1","IncFIA",6871,"Homo sapiens","AAWREE010000062.1","North America","blaNDM-5"
"GCA_015000745.1","IncFIA",9482,"Homo sapiens","AAWREA010000057.1","North America","blaNDM-5"
"GCA_015007495.1","IncFIA",5592,"Homo sapiens","AAWRLN010000094.1","North America","blaNDM-5"
"GCA_015027995.1","IncFIA",9672,"Homo sapiens","AAWSCP010000059.1","North America","blaNDM-5"
"GCA_015013635.1","IncFIA",7931,"Homo sapiens","DABXTX010000176.1","North America","blaNDM-5"
"GCA_015329985.1","IncFIA",6846,"Homo sapiens","JADDOC010000088.1","Asia","blaNDM-5"
"GCA_015330035.1","IncFIA",9784,"Homo sapiens","JADDOD010000061.1","Asia","blaNDM-5"
"GCA_015330065.1","IncFIA",5706,"Homo sapiens","JADDOB010000076.1","Asia","blaNDM-5"
"GCA_015330075.1","IncFIA",2669,"Homo sapiens","JADDOA010000102.1","Asia","blaNDM-5"
"GCA_015290415.1","IncFIA",9669,"Homo sapiens","DACAPD010000092.1","Asia","blaNDM-5"
"GCA_015290785.1","IncFIA",9296,"Homo sapiens","DACAPI010000171.1","Asia","blaNDM-5"
"GCA_015290025.1","IncFIA",8664,"Homo sapiens","DACAPA010000121.1","Asia","blaNDM-5"
"GCA_015289885.1","IncFIA",9595,"Homo sapiens","DACAOX010000167.1","Asia","blaNDM-5"
"GCA_015290345.1","IncFIA",9670,"Homo sapiens","DACAPE010000197.1","Asia","blaNDM-5"
"GCA_015289945.1","IncFIA",9667,"Homo sapiens","DACAOY010000143.1","Asia","blaNDM-5"
"GCA_015290905.1","IncFIA",8662,"Homo sapiens","DACAOU010000083.1","Asia","blaNDM-5"
"GCA_015290405.1","IncFIA",11639,"Homo sapiens","DACAOO010000069.1","Asia","blaNDM-5"
"GCA_015283675.1","IncFIA",1976,"Homo sapiens","AAXCOG010000066.1","Africa","blaNDM-5"
"GCA_015528345.1","IncFIA",6611,"Homo sapiens","AAXHWH010000056.1","North America","blaNDM-5"
"GCA_015528385.1","IncFIA",5593,"Homo sapiens","AAXHWG010000045.1","North America","blaNDM-5"
"GCA_015153375.1","IncFIA",5593,"Homo sapiens","DABZRP010000078.1","Australia","blaNDM-5"
"GCA_015623885.1","IncFIA",5593,"Homo sapiens","AAXKCF010000079.1","North America","blaNDM-5"
"GCA_015623925.1","IncFIA",8664,"Homo sapiens","AAXKCD010000071.1","North America","blaNDM-5"
"GCA_015624345.1","IncFIA",11639,"Homo sapiens","AAXKDF010000049.1","North America","blaNDM-5"
"GCA_015623825.1","IncFIA",9672,"Homo sapiens","AAXKCC010000074.1","North America","blaNDM-5"
"GCA_015622065.1","IncFIA",9747,"Homo sapiens","AAXJYJ010000076.1","North America","blaNDM-5"
"GCA_013357345.1","IncFIA",142890,"Homo sapiens","CP054941.1","Asia","blaNDM-1"
"GCA_015595805.1","IncFIA",5593,"Homo sapiens","AAXJGG010000104.1","North America","blaNDM-5"
"GCA_015595845.1","IncFIA",9694,"Homo sapiens","AAXJGF010000108.1","North America","blaNDM-5"
"GCA_015599525.1","IncFIA",5162,"Homo sapiens","AAXJMT010000104.1","North America","blaNDM-5"
"GCA_015599485.1","IncFIA",42111,"Homo sapiens","AAXJMR010000031.1","North America","blaNDM-5"
"GCA_015595785.1","IncFIA",9670,"Homo sapiens","AAXJGE010000052.1","North America","blaNDM-5"
"GCA_015654005.1","IncFIA",9671,"Homo sapiens","DACOBS010000078.1","Asia","blaNDM-5"
"GCA_015599545.1","IncFIA",5594,"Homo sapiens","AAXJMV010000086.1","North America","blaNDM-5"
"GCA_015962165.1","IncFIA",9671,"Homo sapiens","AAXURD010000115.1","North America","blaNDM-5"
"GCA_015962245.1","IncFIA",9670,"Homo sapiens","AAXURA010000095.1","North America","blaNDM-5"
"GCA_015962145.1","IncFIA",13327,"Homo sapiens","AAXUQY010000075.1","North America","blaNDM-5"
"GCA_015961245.1","IncFIA",5592,"Homo sapiens","AAXUQW010000104.1","North America","blaNDM-5"
"GCA_015961265.1","IncFIA",9672,"Homo sapiens","AAXUQT010000058.1","North America","blaNDM-5"
"GCA_015962105.1","IncFIA",9672,"Homo sapiens","AAXUQV010000070.1","North America","blaNDM-5"
"GCA_015962205.1","IncFIA",9216,"Homo sapiens","AAXUQS010000130.1","North America","blaNDM-5"
"GCA_015962325.1","IncFIA",5594,"Homo sapiens","AAXUQX010000122.1","North America","blaNDM-5"
"GCA_015962385.1","IncFIA",9671,"Homo sapiens","AAXUQN010000067.1","North America","blaNDM-5"
"GCA_015962305.1","IncFIA",25608,"Homo sapiens","AAXUQQ010000075.1","North America","blaNDM-5"
"GCA_015962045.1","IncFIA",5594,"Homo sapiens","AAXUQP010000096.1","North America","blaNDM-5"
"GCA_015959785.1","IncFIA",9501,"Homo sapiens","AAXUQG010000086.1","North America","blaNDM-5"
"GCA_015959745.1","IncFIA",25608,"Homo sapiens","AAXUQE010000061.1","North America","blaNDM-5"
"GCA_015959625.1","IncFIA",40051,"Homo sapiens","AAXUQF010000038.1","North America","blaNDM-5"
"GCA_015892765.1","IncFIA",2959,"Homo sapiens","AAXSJT010000075.1","North America","blaNDM-5"
"GCA_015892705.1","IncFIA",10017,"Homo sapiens","AAXSJS010000092.1","North America","blaNDM-5"
"GCA_015892675.1","IncFIA",10485,"Homo sapiens","AAXSJO010000074.1","North America","blaNDM-5"
"GCA_015887675.1","IncFIA",9670,"Homo sapiens","AAXSGM010000067.1","North America","blaNDM-5"
"GCA_015887925.1","IncFIA",9671,"Homo sapiens","AAXSGH010000054.1","North America","blaNDM-5"
"GCA_015887895.1","IncFIA",5594,"Homo sapiens","AAXSGG010000065.1","North America","blaNDM-5"
"GCA_015884325.1","IncFIA",10569,"Homo sapiens","AAXSFW010000069.1","North America","blaNDM-5"
"GCA_015886995.1","IncFIA",10031,"Homo sapiens","AAXSGC010000073.1","North America","blaNDM-5"
"GCA_015887605.1","IncFIA",10012,"Homo sapiens","AAXSGE010000071.1","North America","blaNDM-5"
"GCA_015862105.1","IncFIA",5593,"Homo sapiens","AAXRAX010000050.1","North America","blaNDM-5"
"GCA_015691785.1","IncFIA",5585,"Homo sapiens","AAXLTC010000072.1","North America","blaNDM-5"
"GCA_015697025.1","IncFIA",10119,"Homo sapiens","AAXLYU010000041.1","North America","blaNDM-5"
"GCA_002289425.1","IncFIA",8820,"Environment","NSBV01000047.1","Asia","blaNDM-4"
"GCA_012606155.1","IncFIA",5592,"Missing","AASWFJ010000068.1","North America","blaNDM-5"
"GCA_012606475.1","IncFIA",5593,"Pet","AASWFH010000108.1","North America","blaNDM-5"
"GCA_012605925.1","IncFIA",5592,"Pet","AASWEZ010000073.1","North America","blaNDM-5"
"GCA_012605855.1","IncFIA",8408,"Missing","AASWEW010000080.1","North America","blaNDM-5"
"GCA_012192085.1","IncFIA",9483,"Homo sapiens","AARWQF010000094.1","Europe","blaNDM-5"
"GCA_012290565.1","IncFIA",5592,"Pet","AASDCQ010000084.1","North America","blaNDM-5"
"GCA_012299065.1","IncFIA",5592,"Pet","AASFQM010000077.1","North America","blaNDM-5"
"GCA_012338475.1","IncFIA",5593,"Homo sapiens","AASEGB010000122.1","Europe","blaNDM-5"
"GCA_012617365.1","IncFIA",5592,"Pet","AASWZH010000073.1","North America","blaNDM-5"
"GCA_012617185.1","IncFIA",5592,"Pet","AASWYN010000090.1","North America","blaNDM-5"
"GCA_012617145.1","IncFIA",8657,"Pet","AASWYM010000062.1","North America","blaNDM-5"
"GCA_012617065.1","IncFIA",5592,"Pet","AASWYK010000091.1","North America","blaNDM-5"
"GCA_012617105.1","IncFIA",5592,"Pet","AASWYO010000075.1","North America","blaNDM-5"
"GCA_012616965.1","IncFIA",6856,"Pet","AASWYI010000085.1","North America","blaNDM-5"
"GCA_012617005.1","IncFIA",5592,"Pet","AASWYF010000094.1","North America","blaNDM-5"
"GCA_012616905.1","IncFIA",5592,"Pet","AASWYD010000098.1","North America","blaNDM-5"
"GCA_012616815.1","IncFIA",5592,"Pet","AASWXS010000087.1","North America","blaNDM-5"
"GCA_012616745.1","IncFIA",5592,"Pet","AASWXQ010000078.1","North America","blaNDM-5"
"GCA_012616765.1","IncFIA",5592,"Pet","AASWXR010000098.1","North America","blaNDM-5"
"GCA_012617265.1","IncFIA",6858,"Pet","AASWXP010000080.1","North America","blaNDM-5"
"GCA_012617285.1","IncFIA",5592,"Pet","AASWXN010000084.1","North America","blaNDM-5"
"GCA_012849435.1","IncFIA",9671,"Homo sapiens","DABDUY010000074.1","Australia","blaNDM-5"
"GCA_012595885.1","IncFIA",5592,"Missing","AASVOB010000078.1","North America","blaNDM-5"
"GCA_012595805.1","IncFIA",5592,"Missing","AASVOD010000062.1","North America","blaNDM-5"
"GCA_012595725.1","IncFIA",5592,"Pet","AASVNU010000076.1","North America","blaNDM-5"
"GCA_012596105.1","IncFIA",5592,"Pet","AASVNT010000078.1","North America","blaNDM-5"
"GCA_012595845.1","IncFIA",5592,"Pet","AASVNS010000070.1","North America","blaNDM-5"
"GCA_015887885.1","IncFIA",9297,"Homo sapiens","AAXSGS010000118.1","North America","blaNDM-5"
"GCA_015888425.1","IncFIA",9671,"Homo sapiens","AAXSID010000062.1","North America","blaNDM-5"
"GCA_015712635.1","IncFIA",6288,"Homo sapiens","VOUO01000063.1","Asia","blaNDM-5"
"GCA_015687225.1","IncFIA",10926,"Homo sapiens","JACXXI010000054.1","South America","blaNDM-5"
"GCA_015843075.1","IncFIA",140410,"Homo sapiens","CP058343.1","Asia","blaNDM-5"
