UID_NUCCORE	ACC_NUCCORE	Description_NUCCORE	CreateDate_NUCCORE	Topology_NUCCORE	Completeness_NUCCORE	TaxonID_NUCCORE	Genome_NUCCORE	Length_NUCCORE	Source_NUCCORE	UID_ASSEMBLY	Status_ASSEMBLY	SeqReleaseDate_ASSEMBLY	SubmissionDate_ASSEMBLY	Latest_ASSEMBLY	UID_BIOSAMPLE	ACC_BIOSAMPLE	Location_BIOSAMPLE	Coordinates_BIOSAMPLE	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	taxon_name	taxon_rank	lineage	taxon_species_id	taxon_species_name	taxon_genus_id	taxon_genus_name	taxon_family_id	taxon_family_name	taxon_order_id	taxon_order_name	taxon_class_id	taxon_class_name	taxon_phylum_id	taxon_phylum_name	taxon_superkingdom_id	taxon_superkingdom_name	loc_lat	loc_lng	loc_parsed	GC_NUCCORE	Identical	OldVersion	hits_rMLST	hitscount_rMLST	D1	D2	plasmidfinder	pmlst	relaxase_type	mpf_type	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	host	country	isolation.source	reference.title	journal	pmid	subtype	abstract
1848406483	NZ_MH234503	Escherichia coli strain CRE3712 plasmid pNDM-HK3712, complete sequence	2020/6/3	circular	complete	562	plasmid	46161	RefSeq	Missing	Missing	Missing	Missing	Missing	14228219	SAMN14228219	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.65626828	MH234503	Missing	Missing	0	-3.2535062	18.850094	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	MH234503	0	Escherichia coli	Missing	Missing	Missing	Complete sequence of plasmid pNDM-HK3712 from E. coli strain CRE3712	Unpublished	Missing	NDM-5	Missing
1848406211	NZ_MH234502	Escherichia coli strain CRE3774 plasmid pNDM-HK3774, complete sequence	2020/6/3	circular	complete	562	plasmid	45547	RefSeq	Missing	Missing	Missing	Missing	Missing	14228221	SAMN14228221	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.77585791	MH234502	Missing	Missing	0	-2.9715896	18.558693	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	MH234502	0	Escherichia coli	Missing	Missing	Missing	Complete sequence of plasmid pNDM-HK3774 from E. coli strain CRE3774	Unpublished	Missing	NDM-5	Missing
1848404673	NZ_LC506720	Klebsiella pneumoniae strain JUNP268 plasmid pJUNP268, complete sequence	2020/6/3	circular	complete	573	plasmid	99024	RefSeq	Missing	Missing	Missing	Missing	Missing	12837912	SAMD00186796	Nepal:Kathmandu	27.7 N 85.3 E	Missing	Homo sapiens	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	27.7	85.3	Missing	52.67914849	LC506720	Missing	Missing	0	0.34633887	4.4795628	IncFII_1, AY458016	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	LC506717	0	Klebsiella pneumoniae	Homo sapiens	Nepal:Kathmandu	Missing	Complete plasmid sequence of Klebsiella pneumoniae pJUNP268	Unpublished	Missing	NDM-5	Missing
1848404613	NZ_LC506718	Klebsiella pneumoniae strain JUNP055 plasmid pJUNP055, complete sequence	2020/6/3	circular	complete	573	plasmid	99033	RefSeq	Missing	Missing	Missing	Missing	Missing	12837909	SAMD00186793	Nepal:Kathmandu	27.6 N 85.5 E	Missing	Homo sapiens	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	27.6	85.5	Missing	52.68041966	LC506718	Missing	Missing	0	0.32058066	4.509159	IncFII_1, AY458016	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	LC506717	0	Klebsiella pneumoniae	Homo sapiens	Nepal:Kathmandu	Missing	Complete plasmid sequence of Klebsiella pneumoniae pJUNP055	Unpublished	Missing	NDM-5	Missing
1848404569	NZ_LC506717	Klebsiella pneumoniae strain JUNP054 plasmid pJUNP054, complete sequence	2020/6/3	circular	complete	573	plasmid	99015	RefSeq	Missing	Missing	Missing	Missing	Missing	12837908	SAMD00186792	Nepal:Kathmandu	27.6 N 85.5 E	Missing	Homo sapiens	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	27.6	85.5	Missing	52.67888704	LC506717	Missing	Missing	0	0.35694963	4.4879594	IncFII_1, AY458016	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	LC506717	0	Klebsiella pneumoniae	Homo sapiens	Nepal:Kathmandu	Missing	Complete plasmid sequence of Klebsiella pneumoniae pJUNP054	Unpublished	Missing	NDM-5	Missing
1848404519	NZ_LC506719	Klebsiella pneumoniae strain JUNP254 plasmid pJUNP254, complete sequence	2020/6/3	circular	complete	573	plasmid	87681	RefSeq	Missing	Missing	Missing	Missing	Missing	12837911	SAMD00186795	Nepal:Kathmandu	27.7 N 85.3 E	Missing	Homo sapiens	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	27.7	85.3	Missing	52.51308721	LC506719	Missing	Missing	0	0.36048856	4.481576	IncFII_1, AY458016	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	LC506719	0	Klebsiella pneumoniae	Homo sapiens	Nepal:Kathmandu	Missing	Complete plasmid sequence of Klebsiella pneumoniae pJUNP254	Unpublished	Missing	NDM-5	Missing
1848404393	NZ_LC506716	Klebsiella pneumoniae strain JUNP053 plasmid pJUNP53, complete sequence	2020/6/3	circular	complete	573	plasmid	88608	RefSeq	Missing	Missing	Missing	Missing	Missing	12837907	SAMD00186791	Nepal:Kathmandu	27.6 N 85.5 E	Missing	Homo sapiens	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	27.6	85.5	Missing	52.67583062	LC506716	Missing	Missing	0	0.3444773	4.4677615	IncFII_1, AY458016	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	LC506716	0	Klebsiella pneumoniae	Homo sapiens	Nepal:Kathmandu	Missing	Complete plasmid sequence of Klebsiella pneumoniae pJUNP053	Unpublished	Missing	NDM-5	Missing
1848404044	NZ_KY435936	Escherichia coli strain WCHEC005215 plasmid pNDM5_WCHEC0215, complete sequence	2020/6/3	circular	complete	562	plasmid	47337	RefSeq	Missing	Missing	Missing	Missing	Missing	6209720	SAMN06209720	China: Sichuan, Chengdu	Missing	Rectal swab	Homo sapiens	Culture	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	30.6765553	104.0612783	China,Sichuan,Chengdu	46.81538754	KY435936	Missing	Missing	0	-3.244577	18.856956	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	KY435936	0	Escherichia coli	Homo sapiens	China: Sichuan, Chengdu	Rectal swab	The complete sequence of an Esherichia coli plasmid pNDM5_WCHEC0215	Unpublished	Missing	NDM-5	Missing
1848401070	NZ_KU167609	Escherichia coli strain QD29 plasmid pNDM-QD29, complete sequence	2020/6/3	circular	complete	562	plasmid	46161	RefSeq	Missing	Missing	Missing	Missing	Missing	14227310	SAMN14227310	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.64760295	KU167609	Missing	Missing	0	-3.2495298	18.850197	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	KU167609	0	Escherichia coli	Missing	China	Missing	Identification of an NDM-5-producing Escherichia coli Sequence Type 167 in a Neonatal Patient in China	Sci Rep 6, 29934 (2016)	27406405	NDM-5	Emergence of New Delhi metallo-beta-lactamase-producing Enterobacteriaceae has become a challenging threat to public health. Two carbapenem-resistant Escherichia coli, strain QD28 and QD29, were recovered from the aspirating sputum of a neonate and the urine of an adult in a Chinese hospital in 2013. Molecular typing revealed that both isolates belonged to the sequence type 167, but they were clonally diverse. Both isolates exhibited resistance to carbapenems, cephalosporins, ciprofloxacin, gentamicin, piperacillin-tazobactam and trimethoprim-sulfamethoxazole. In addition, strain QD28 was also resistant to aztreonam, and strain QD29 was resistant to amikacin, fosfomycin and minocycline. Antimicrobial resistance gene screening revealed that strain QD28 harbored aac(6')-Ib, blaCTX-M-14, blaNDM-5, blaTEM-1 and sul1 genes, and strain QD29 harbored aac(6')-Ib, blaCTX-M-3, blaNDM-5, blaTEM-1, rmtB, sul1 and sul2 genes. The blaNDM-5 gene was found to be located on a 46-kb plasmid in two isolates, and further sequence analysis showed that this plasmid was highly similar to the previously reported IncX3 plasmid pNDM-MGR194 in India. This is the first identification of blaNDM-5-carrying E. coli in the neonatal infection.
1848400282	NZ_KU167608	Escherichia coli strain QD28 plasmid pNDM-QD28, complete sequence	2020/6/3	circular	complete	562	plasmid	46161	RefSeq	Missing	Missing	Missing	Missing	Missing	14227311	SAMN14227311	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.64976929	KU167608	Missing	Missing	0	-3.2465115	18.846537	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	KU167608	0	Escherichia coli	Missing	China	Missing	Identification of an NDM-5-producing Escherichia coli Sequence Type 167 in a Neonatal Patient in China	Sci Rep 6, 29934 (2016)	27406405	NDM-5	Emergence of New Delhi metallo-beta-lactamase-producing Enterobacteriaceae has become a challenging threat to public health. Two carbapenem-resistant Escherichia coli, strain QD28 and QD29, were recovered from the aspirating sputum of a neonate and the urine of an adult in a Chinese hospital in 2013. Molecular typing revealed that both isolates belonged to the sequence type 167, but they were clonally diverse. Both isolates exhibited resistance to carbapenems, cephalosporins, ciprofloxacin, gentamicin, piperacillin-tazobactam and trimethoprim-sulfamethoxazole. In addition, strain QD28 was also resistant to aztreonam, and strain QD29 was resistant to amikacin, fosfomycin and minocycline. Antimicrobial resistance gene screening revealed that strain QD28 harbored aac(6')-Ib, blaCTX-M-14, blaNDM-5, blaTEM-1 and sul1 genes, and strain QD29 harbored aac(6')-Ib, blaCTX-M-3, blaNDM-5, blaTEM-1, rmtB, sul1 and sul2 genes. The blaNDM-5 gene was found to be located on a 46-kb plasmid in two isolates, and further sequence analysis showed that this plasmid was highly similar to the previously reported IncX3 plasmid pNDM-MGR194 in India. This is the first identification of blaNDM-5-carrying E. coli in the neonatal infection.
1848400089	NZ_KT824791	Escherichia coli strain 1929 plasmid pEc1929, complete sequence	2020/6/3	circular	complete	562	plasmid	46164	RefSeq	Missing	Missing	Missing	Missing	Missing	14226367	SAMN14226367	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.64673772	KT824791	Missing	Missing	0	-3.242069	18.842262	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	KT824791	0	Escherichia coli	Homo sapiens	China	urine from elderly female patient with neurogenic bladder	Infection and Dissemination of NDM-5 Producing Escherichia coli in China	Unpublished	Missing	NDM-5	Missing
1848399376	NZ_KT725789	Klebsiella pneumoniae strain ST147 plasmid pCC1409-1, complete sequence	2020/6/3	circular	complete	573	plasmid	89745	RefSeq	Missing	Missing	Missing	Missing	Missing	14226384	SAMN14226384	Missing	Missing	Missing	Missing	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	53.04250933	KT725789	Missing	Missing	0	0.34665245	4.482348	IncFII_1, AY458016	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	KT725789	0	Klebsiella pneumoniae	Missing	Missing	Missing	The first NDM metallo-beta-lactamase-producing Enterobacteriaceae isolate in Poland: evolution of IncFII-type plasmids carrying the bla(NDM-1) gene	Unpublished	Missing	NDM-5	Missing
1848399370	NZ_KT725788	Klebsiella pneumoniae strain ST147 plasmid pCC1410-1, complete sequence	2020/6/3	circular	complete	573	plasmid	95005	RefSeq	Missing	Missing	Missing	Missing	Missing	14226385	SAMN14226385	Missing	Missing	Missing	Missing	Missing	Klebsiella pneumoniae	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella	573	Klebsiella pneumoniae	570	Klebsiella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	52.96037051	KT725788	Missing	Missing	0	0.35496846	4.4809256	IncFII_1, AY458016	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	MOBF	MPF_F	conjugative	KT725788	0	Klebsiella pneumoniae	Missing	Missing	Missing	The first NDM metallo-beta-lactamase-producing Enterobacteriaceae isolate in Poland: evolution of IncFII-type plasmids carrying the bla(NDM-1) gene	Unpublished	Missing	NDM-5	Missing
1848373945	NZ_KC887916	Escherichia coli strain ARL10/167 isolate EC4 plasmid pEC4-NDM-6, complete sequence	2020/6/3	circular	complete	562	plasmid	110786	RefSeq	Missing	Missing	Missing	Missing	Missing	14225945	SAMN14225945	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	54.84357229	KC887916	Missing	Missing	0	-1.3634746	-0.7488139	IncFIB(pB171)_1, AB024946|IncFII(Yp)_1, CP000670	IncF RST(Y4:A-:B-):FIA(-);FIB(70?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(4)	MOBF	MPF_F	conjugative	MH909345	0	Klebsiella pneumoniae	Missing	New Zealand	Missing	Mechanisms Involved in Acquisition of blaNDM Genes by IncA/C2 and IncFIIY Plasmids	Antimicrob Agents Chemother 60 (7), 4082-4088 (2016)	27114281	NDM-6	blaNDM genes confer carbapenem resistance and have been identified on transferable plasmids belonging to different incompatibility (Inc) groups. Here we present the complete sequences of four plasmids carrying a blaNDM gene, pKP1-NDM-1, pEC2-NDM-3, pECL3-NDM-1, and pEC4-NDM-6, from four clinical samples originating from four different patients. Different plasmids carry segments that align to different parts of the blaNDM region found on Acinetobacter plasmids. pKP1-NDM-1 and pEC2-NDM-3, from Klebsiella pneumoniae and Escherichia coli, respectively, were identified as type 1 IncA/C2 plasmids with almost identical backbones. Different regions carrying blaNDM are inserted in different locations in the antibiotic resistance island known as ARI-A, and ISCR1 may have been involved in the acquisition of blaNDM-3 by pEC2-NDM-3. pECL3-NDM-1 and pEC4-NDM-6, from Enterobacter cloacae and E. coli, respectively, have similar IncFIIY backbones, but different regions carrying blaNDM are found in different locations. Tn3-derived inverted-repeat transposable elements (TIME) appear to have been involved in the acquisition of blaNDM-6 by pEC4-NDM-6 and the rmtC 16S rRNA methylase gene by IncFIIY plasmids. Characterization of these plasmids further demonstrates that even very closely related plasmids may have acquired blaNDM genes by different mechanisms. These findings also illustrate the complex relationships between antimicrobial resistance genes, transposable elements, and plasmids and provide insights into the possible routes for transmission of blaNDM genes among species of the Enterobacteriaceae family.
1848407691	NZ_MH523639	Escherichia coli strain JN05 plasmid pJN05NDM7, complete sequence	2020/6/3	circular	complete	562	plasmid	46161	RefSeq	Missing	Missing	Missing	Missing	Missing	14228094	SAMN14228094	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.65193562	MH523639	Missing	Missing	0	-3.250585	18.847923	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	MK033581	0	Escherichia coli	Missing	China	urine	Genotypic and Phenotypic Characterization of IncX3 Plasmid Carrying from a Patient with Urinary Tract Infection	Unpublished	Missing	NDM-7	Missing
1848407494	NZ_MH286948	Escherichia coli strain AHM6C71 plasmid pHNAH671, complete sequence	2020/6/3	circular	complete	562	plasmid	46161	RefSeq	Missing	Missing	Missing	Missing	Missing	14228193	SAMN14228193	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.64760295	MH286948	Missing	Missing	0	-3.2353523	18.83671	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	MH500845	0	Escherichia coli	chicken	China: Xuancheng, Anhui province	feces	Direct Submission	Submitted (29-APR-2018) College of Veterinary Medicine, South China Agricultural University, Wushan, Tianhe District, Guangzhou, Guangdong 510642, China	Missing	NDM-7	Missing
1848402590	NZ_KX214671	Escherichia coli strain ABC133 plasmid pABC133-NDM, complete sequence	2020/6/3	circular	complete	562	plasmid	37070	RefSeq	Missing	Missing	Missing	Missing	Missing	14227147	SAMN14227147	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.59293229	KX214671	Missing	Missing	0	-3.0328069	18.621162	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	KX214671	0	Escherichia coli	Homo sapiens	United Arab Emirates	Sputum	Characterization of NDM-7 Carbapenemase-Producing Escherichia coli Isolates in the Arabian Peninsula	Microb Drug Resist 23 (7), 871-878 (2017)	28156193	NDM-7	AIM: The purpose of this study was to characterize the New Delhi metallo-beta lactamase (NDM)-7-producing Enterobacteriaceae isolated in the Arabian Peninsula. METHODS: Enterobacteriaceae identified to carry blaNDM-7 in a collection of 157 NDM-producing isolates from Kuwait, Oman, Saudi Arabia, and the United Arab Emirates (UAE) were investigated for their antibiotic and disinfectant susceptibility, and resistance gene content. The virulence profile, phylogenetic and sequence types of the isolates were also determined. The plasmids carrying the blaNDM-7 were transferred, and their complete nucleotide sequence was determined. RESULTS: Four NDM-7-producing Escherichia coli isolated in Kuwait, Oman, and the UAE, respectively, were identified. They were clonally unrelated, carried a few virulence determinants only, and belonged to clonal complexes CC10 and CC23, or ST448. They were all multi-drug resistant but remained susceptible to fosfomycin, tigecycline, and colistin. In all isolates, blaNDM-7 was located on IncX3 type plasmids of a variable size, not harboring any further resistance genes. The plasmids exhibited a high degree of similarity to each other and to pKpN01-NDM7 from Canada, with various size deletions and insertions. CONCLUSIONS: Our findings show that IncX3 type plasmids play an important role in the spread of the currently rare NDM-7 variant in the Arabian Peninsula. This association of blaNDM-7 with the IncX3-type plasmid is particularly worrisome, as this type of plasmid was proved to spread other carbapenemases in various species of Enterobacteriaceae worldwide at a high efficiency.
1848401462	NZ_KX214670	Escherichia coli strain ABC218 plasmid pABC218-NDM, complete sequence	2020/6/3	circular	complete	562	plasmid	34403	RefSeq	Missing	Missing	Missing	Missing	Missing	14227148	SAMN14227148	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.34188879	KX214670	Missing	Missing	0	-2.910379	18.493927	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	KX214670	0	Escherichia coli	Homo sapiens	United Arab Emirates	wound	Characterization of NDM-7 Carbapenemase-Producing Escherichia coli Isolates in the Arabian Peninsula	Microb Drug Resist 23 (7), 871-878 (2017)	28156193	NDM-7	AIM: The purpose of this study was to characterize the New Delhi metallo-beta lactamase (NDM)-7-producing Enterobacteriaceae isolated in the Arabian Peninsula. METHODS: Enterobacteriaceae identified to carry blaNDM-7 in a collection of 157 NDM-producing isolates from Kuwait, Oman, Saudi Arabia, and the United Arab Emirates (UAE) were investigated for their antibiotic and disinfectant susceptibility, and resistance gene content. The virulence profile, phylogenetic and sequence types of the isolates were also determined. The plasmids carrying the blaNDM-7 were transferred, and their complete nucleotide sequence was determined. RESULTS: Four NDM-7-producing Escherichia coli isolated in Kuwait, Oman, and the UAE, respectively, were identified. They were clonally unrelated, carried a few virulence determinants only, and belonged to clonal complexes CC10 and CC23, or ST448. They were all multi-drug resistant but remained susceptible to fosfomycin, tigecycline, and colistin. In all isolates, blaNDM-7 was located on IncX3 type plasmids of a variable size, not harboring any further resistance genes. The plasmids exhibited a high degree of similarity to each other and to pKpN01-NDM7 from Canada, with various size deletions and insertions. CONCLUSIONS: Our findings show that IncX3 type plasmids play an important role in the spread of the currently rare NDM-7 variant in the Arabian Peninsula. This association of blaNDM-7 with the IncX3-type plasmid is particularly worrisome, as this type of plasmid was proved to spread other carbapenemases in various species of Enterobacteriaceae worldwide at a high efficiency.
1848401444	NZ_KX214669	Escherichia coli strain KW53T plasmid pKW53T-NDM, complete sequence	2020/6/3	circular	complete	562	plasmid	46161	RefSeq	Missing	Missing	Missing	Missing	Missing	14227149	SAMN14227149	Missing	Missing	Missing	Missing	Missing	Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	Missing	Missing	Missing	46.65193562	KX214669	Missing	Missing	0	-3.2898319	18.88839	IncX3_1, JN247852	Missing	MOBP	MPF_T	conjugative	MF547510	0	Escherichia coli	Homo sapiens	Kuwait	urine	Characterization of NDM-7 Carbapenemase-Producing Escherichia coli Isolates in the Arabian Peninsula	Microb Drug Resist 23 (7), 871-878 (2017)	28156193	NDM-7	AIM: The purpose of this study was to characterize the New Delhi metallo-beta lactamase (NDM)-7-producing Enterobacteriaceae isolated in the Arabian Peninsula. METHODS: Enterobacteriaceae identified to carry blaNDM-7 in a collection of 157 NDM-producing isolates from Kuwait, Oman, Saudi Arabia, and the United Arab Emirates (UAE) were investigated for their antibiotic and disinfectant susceptibility, and resistance gene content. The virulence profile, phylogenetic and sequence types of the isolates were also determined. The plasmids carrying the blaNDM-7 were transferred, and their complete nucleotide sequence was determined. RESULTS: Four NDM-7-producing Escherichia coli isolated in Kuwait, Oman, and the UAE, respectively, were identified. They were clonally unrelated, carried a few virulence determinants only, and belonged to clonal complexes CC10 and CC23, or ST448. They were all multi-drug resistant but remained susceptible to fosfomycin, tigecycline, and colistin. In all isolates, blaNDM-7 was located on IncX3 type plasmids of a variable size, not harboring any further resistance genes. The plasmids exhibited a high degree of similarity to each other and to pKpN01-NDM7 from Canada, with various size deletions and insertions. CONCLUSIONS: Our findings show that IncX3 type plasmids play an important role in the spread of the currently rare NDM-7 variant in the Arabian Peninsula. This association of blaNDM-7 with the IncX3-type plasmid is particularly worrisome, as this type of plasmid was proved to spread other carbapenemases in various species of Enterobacteriaceae worldwide at a high efficiency.
