Scientific name	Protein	BioSample	Location	Collection date	Isolate	AMRFinderPlus analysis type	Isolation type	Contig	Start	Assembly	Stop	Host	Isolation source	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference
Klebsiella pneumoniae	WP_004201164.1	SAMN06671955	"China: Sichuan, Chengdu"	41944	PDT000234631.1	COMBINED	clinical	NZ_NBYJ01000085.1	208	GCA_002258175.1	1020	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07312484	Canada:BC	42005	PDT000257789.1	COMBINED	clinical	NZ_CP023923.1	111980	GCA_002635725.1	112792	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07312480	Canada:BC	41883	PDT000257790.1	COMBINED	clinical	NZ_CP023910.1	14319	GCA_002636095.1	15131	Homo sapiens	respiratory	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07345013	China:Jiangxi	41829	PDT000236088.1	COMBINED	clinical	NZ_NPGM01000027.1	6750	GCA_002264195.1	7562	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07312490	Canada:BC	41640	PDT000253694.1	COMBINED	clinical	NZ_CP023948.1	186032	GCA_002587885.1	186844	Homo sapiens	rectal	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07312479	Canada:BC	41821	PDT000253695.1	COMBINED	clinical	NZ_PDLA01000007.1	40106	GCA_002588365.1	40918	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07312483	Canada:BC	41974	PDT000253696.1	COMBINED	clinical	NZ_CP023914.1	84844	GCA_002591075.1	85656	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN07235708	"China: Sichuan, Chengdu"	2017	PDT000270522.4	COMBINED	clinical	NZ_CP025965.2	34708	GCA_002811335.4	35520	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN07510676	"China: Sichuan, Chengdu"	42826	PDT000270532.1	COMBINED	environmental/other	NZ_NQVK01000078.1	2545	GCA_002811525.1	3357		Sewage	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN07510675	"China: Sichuan, Chengdu"	42826	PDT000270534.1	COMBINED	environmental/other	NZ_NQVL01000030.1	42418	GCA_002811535.1	43230		Sewage	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN07510674	"China: Sichuan, Chengdu"	42826	PDT000270535.1	COMBINED	environmental/other	NZ_NQVM01000027.1	42418	GCA_002811585.1	43230		Sewage	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_063860861.1	SAMD00109349	Viet Nam:Hanoi	2017	PDT000281815.1	COMBINED	clinical	NZ_BFAI01000114.1	286	GCA_002897415.1	1098	Homo sapiens		+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN08605586	India	2018	PDT000292896.2	COMBINED	clinical	NZ_CP053365.1	74348	GCA_002967795.2	75160	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112932	Viet Nam:Hanoi	2015	PDT000313817.2	COMBINED	clinical	NZ_AP018577.1	15652	GCA_003115015.2	16464	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112932	Viet Nam:Hanoi	2015	PDT000313817.2	COMBINED	clinical	NZ_BFCQ01000022.1	10064	GCA_003115015.2	10876	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112933	Viet Nam:Hanoi	2016	PDT000313818.2	COMBINED	clinical	NZ_AP018578.1	15640	GCA_003115035.2	16452	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112933	Viet Nam:Hanoi	2016	PDT000313818.2	COMBINED	clinical	NZ_BFCR01000070.1	953	GCA_003115035.2	1765	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112934	Viet Nam:Hanoi	2015	PDT000313819.2	COMBINED	clinical	NZ_AP018579.1	15984	GCA_003115055.2	16796	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112934	Viet Nam:Hanoi	2015	PDT000313819.2	COMBINED	clinical	NZ_BFCS01000096.1	7705	GCA_003115055.2	8517	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112935	Viet Nam:Hanoi	2015	PDT000313820.2	COMBINED	clinical	NZ_AP018580.1	10851	GCA_003115075.2	11663	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112935	Viet Nam:Hanoi	2015	PDT000313820.2	COMBINED	clinical	NZ_BFCT01000116.1	6757	GCA_003115075.2	7569	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112937	Viet Nam:Hanoi	2013	PDT000313822.2	COMBINED	clinical	NZ_AP018582.1	63695	GCA_003115115.2	64507	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112937	Viet Nam:Hanoi	2013	PDT000313822.2	COMBINED	clinical	NZ_BFCV01000052.1	222	GCA_003115115.2	1034	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112940	Viet Nam:Hanoi	2016	PDT000313825.2	COMBINED	clinical	NZ_AP018583.1	26540	GCA_003115175.2	27352	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMD00112940	Viet Nam:Hanoi	2016	PDT000313825.2	COMBINED	clinical	NZ_BFCY01000147.1	402	GCA_003115175.2	1214	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_063860861.1	SAMD00112941	Viet Nam:Hanoi	2017	PDT000313826.1	COMBINED	clinical	NZ_BFCZ01000061.1	286	GCA_003115195.1	1098	Homo sapiens		+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_063860861.1	SAMD00112942	Viet Nam:Hanoi	2016	PDT000313827.2	COMBINED	clinical	NZ_AP018584.1	70709	GCA_003115215.2	71521	Homo sapiens		-	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_063860861.1	SAMD00112942	Viet Nam:Hanoi	2016	PDT000313827.2	COMBINED	clinical	NZ_BFDA01000181.1	284	GCA_003115215.2	1096	Homo sapiens		+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN08733388	France: Lille	2017	PDT000318267.1	COMBINED	clinical	NZ_PYBH01000045.1	4188	GCA_003123945.1	5000	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN08963294	Sweden	2008	PDT000365439.1	COMBINED	clinical	NZ_QDDZ01000072.1	344	GCA_003402105.1	1156	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3499943	Poland	2013	PDT000369139.1	COMBINED	clinical	NZ_UKHC01000045.1	2081	GCA_900511495.1	2893	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3515090	Italy	2013	PDT000369334.1	COMBINED	clinical	NZ_UKNQ01000033.1	17936	GCA_900513195.1	18748	Homo sapiens	blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538546	Montenegro	2014	PDT000369557.1	COMBINED	clinical	NZ_UKQI01000048.1	2409	GCA_900513825.1	3221	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538550	Montenegro	2014	PDT000369561.1	COMBINED	clinical	NZ_UKQF01000047.1	2409	GCA_900513885.1	3221	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538562	Montenegro	2013	PDT000369573.1	COMBINED	clinical	NZ_UKQV01000046.1	2409	GCA_900514035.1	3221	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538743	Bulgaria	2014	PDT000369689.1	COMBINED	clinical	NZ_ULCB01000035.1	14408	GCA_900516945.1	15220	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3538965	Spain	2014	PDT000369801.1	COMBINED	clinical	NZ_ULAU01000031.1	17745	GCA_900516635.1	18557	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649587	Greece	2013	PDT000369891.1	COMBINED	clinical	NZ_UITR01000034.1	445	GCA_900501265.1	1257	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649601	Greece	2013	PDT000369901.1	COMBINED	clinical	NZ_UIUU01000034.1	17936	GCA_900501545.1	18748	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649604	Greece	2013	PDT000369904.1	COMBINED	clinical	NZ_UIUW01000036.1	17936	GCA_900501575.1	18748	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649616	Greece	2013	PDT000369911.1	COMBINED	clinical	NZ_UIRN01000037.1	14408	GCA_900500745.1	15220	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649640	Greece	2014	PDT000369925.1	COMBINED	clinical	NZ_UIRM01000034.1	14408	GCA_900500715.1	15220	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649693	Greece	2014	PDT000369956.1	COMBINED	clinical	NZ_UISD01000041.1	14408	GCA_900500895.1	15220	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649740	Greece	2014	PDT000369987.1	COMBINED	clinical	NZ_UIXT01000039.1	14411	GCA_900502285.1	15223	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649752	Greece	2014	PDT000369993.1	COMBINED	clinical	NZ_UIXX01000037.1	14408	GCA_900502325.1	15220	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649753	Greece	2014	PDT000369994.1	COMBINED	clinical	NZ_UIXW01000038.1	14411	GCA_900502385.1	15223	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649754	Greece	2014	PDT000369995.1	COMBINED	clinical	NZ_UIUR01000039.1	445	GCA_900501515.1	1257	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649802	Serbia	2013	PDT000370021.1	COMBINED	clinical	NZ_UIYI01000031.1	9633	GCA_900502455.1	10445	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649816	Denmark	2014	PDT000370029.1	COMBINED	clinical	NZ_UIYY01000029.1	12272	GCA_900502615.1	13084	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3649819	Serbia	2013	PDT000370032.1	COMBINED	clinical	NZ_UIVC01000038.1	5980	GCA_900501645.1	6792	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3673019	Slovenia	2013	PDT000370139.1	COMBINED	clinical	NZ_UJAH01000071.1	2407	GCA_900502985.1	3219	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3720956	Romania	2013	PDT000370239.1	COMBINED	clinical	NZ_UJEH01000035.1	13059	GCA_900504005.1	13871	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3720964	Romania	2014	PDT000370246.1	COMBINED	clinical	NZ_UJEP01000036.1	17896	GCA_900504075.1	18708	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721138	Serbia	2014	PDT000370390.1	COMBINED	clinical	NZ_UJIJ01000043.1	10209	GCA_900505065.1	11021	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721140	Serbia	2014	PDT000370392.1	COMBINED	clinical	NZ_UJIQ01000042.1	9868	GCA_900505135.1	10680	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721144	Serbia	2014	PDT000370394.1	COMBINED	clinical	NZ_UJIR01000052.1	6064	GCA_900505115.1	6876	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721149	Serbia	2013	PDT000370399.1	COMBINED	clinical	NZ_UJJN01000068.1	2407	GCA_900505195.1	3219	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721153	Serbia	2013	PDT000370402.1	COMBINED	clinical	NZ_UJIU01000055.1	2407	GCA_900505165.1	3219	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721161	Serbia	2014	PDT000370409.1	COMBINED	clinical	NZ_UJJA01000084.1	316	GCA_900505235.1	1128	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721166	Serbia	2013	PDT000370414.1	COMBINED	clinical	NZ_UJCJ01000052.1	5980	GCA_900503485.1	6792	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721167	Serbia	2013	PDT000370415.1	COMBINED	clinical	NZ_UJCG01000066.1	2409	GCA_900503465.1	3221	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721170	Serbia	2013	PDT000370418.1	COMBINED	clinical	NZ_UJJG01000058.1	5980	GCA_900505295.1	6792	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721174	Serbia	2014	PDT000370422.1	COMBINED	clinical	NZ_UJJK01000052.1	2407	GCA_900505345.1	3219	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721175	Serbia	2014	PDT000370423.1	COMBINED	clinical	NZ_UJCK01000067.1	2407	GCA_900503505.1	3219	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721192	Serbia	2014	PDT000370436.1	COMBINED	clinical	NZ_UJCP01000069.1	316	GCA_900503555.1	1128	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721197	Serbia	2014	PDT000370440.1	COMBINED	clinical	NZ_UJJV01000048.1	2407	GCA_900505425.1	3219	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721201	Serbia	2014	PDT000370443.1	COMBINED	clinical	NZ_UJCR01000047.1	6064	GCA_900503575.1	6876	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721218	Serbia	2014	PDT000370456.1	COMBINED	clinical	NZ_UJKG01000080.1	317	GCA_900505555.1	1129	Homo sapiens	blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721220	Serbia	2014	PDT000370457.1	COMBINED	clinical	NZ_UJCX01000065.1	316	GCA_900503605.1	1128	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3721223	Serbia	2014	PDT000370459.1	COMBINED	clinical	NZ_UJKK01000015.1	9359	GCA_900505615.1	10171	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3727558	Ireland	2013	PDT000370471.1	COMBINED	clinical	NZ_UJNT01000014.1	47918	GCA_900506465.1	48730	Homo sapiens	urine	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMEA3727569	Ireland	2014	PDT000370478.1	COMBINED	clinical	NZ_UJNI01000042.1	12678	GCA_900506355.1	13490	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN08135572	China: Hangzhou	42434	PDT000292640.1	COMBINED	clinical	NZ_CP025215.1	38532	GCA_002966875.1	39344	Homo sapiens	blie	+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08624700	China: Sichuan	42971	PDT000304474.1	COMBINED	clinical	NZ_PWAN01000024.1	9456	GCA_003036445.1	10268	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08624675	"China: Chengdu, Sichuan"	42816	PDT000304484.1	COMBINED	clinical	NZ_PWBM01000048.1	167	GCA_003036645.1	979	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN08624691	"China: Meishan, Sichuan"	42658	PDT000304511.1	COMBINED	clinical	NZ_PWAW01000028.1	6750	GCA_003037185.1	7562	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN08624703	China: Sichuan	42879	PDT000304534.1	COMBINED	clinical	NZ_PWAK01000021.1	6848	GCA_003037655.1	7660	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN08624702	China: Sichuan	42902	PDT000304535.1	COMBINED	clinical	NZ_PWAL01000021.1	6848	GCA_003037665.1	7660	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN08624627	"China: Chengdu, Sichuan"	42695	PDT000304555.1	COMBINED	clinical	NZ_PWCX01000028.1	6670	GCA_003038115.1	7482	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_094009810.1	SAMN08848079	China	42922	PDT000308161.1	COMBINED	clinical	NZ_CP028718.1	41427	GCA_003054385.1	42239	Homo sapiens	Sputum sample	-	blaNDM-19	subclass B1 metallo-beta-lactamase NDM-19	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
